Settlement Date,Spot Price ($/MWh),Scheduled Demand (MW),Scheduled Generation (MW),Semi Scheduled Generation (MW),Net Import (MW),Type
19/08/2024 21:10,123.73564,1802.94,451.00051,1575.03949,224.26,ACTUAL
19/08/2024 21:15,118.38657,1780.96,421.00343,1628.74657,270.7,ACTUAL
19/08/2024 21:20,96.51874,1759.66,355.96892,1633.57108,230.83,ACTUAL
19/08/2024 21:25,94.6962,1758.12,353.005,1634.755,230.73,ACTUAL
19/08/2024 21:30,90.1642,1724.13,346.67262,1647.34738,271.7,ACTUAL
19/08/2024 21:35,92.50435,1713.44,310.00145,1637.00855,234.68,ACTUAL
19/08/2024 21:40,96.22615,1713.59,310.00223,1632.88777,230.41,ACTUAL
19/08/2024 21:45,92.66735,1691.48,309.99886,1631.10114,251.14,ACTUAL
19/08/2024 21:50,92.74256,1670.06,244.9962,1638.5738,214.56,ACTUAL
19/08/2024 21:55,84.74346,1676.29,239.00356,1638.47644,202.03,ACTUAL
19/08/2024 22:00,52.16354,1644.15,229.99746,1651.08254,238.29,ACTUAL
19/08/2024 22:05,32.75201,1634.66,229.99794,1597.13206,193.2,ACTUAL
19/08/2024 22:10,32.75201,1635.6,229.99539,1553.66461,148.29,ACTUAL
19/08/2024 22:15,32.75201,1607.22,230.00069,1629.82931,254.17,ACTUAL
19/08/2024 22:20,32.75201,1620.1,230.00072,1698.81928,311.25,ACTUAL
19/08/2024 22:25,32.75201,1604.07,229.99616,1740.95384,370.77,ACTUAL
19/08/2024 22:30,17.71974,1567.31,230.00203,1708.07797,374.97,ACTUAL
19/08/2024 22:35,32.75201,1565.04,229.99726,1724.49274,394.31,ACTUAL
19/08/2024 22:40,46.32573,1557.25,230.00365,1734.95635,413.23,ACTUAL
19/08/2024 22:45,44.54679,1538.04,229.99997,1729.82003,427.7,ACTUAL
19/08/2024 22:50,32.75201,1526.96,229.99566,1692.99434,401.34,ACTUAL
19/08/2024 22:55,47.80549,1564.1,229.99911,1634.74089,303.49,ACTUAL
19/08/2024 23:00,45.68652,1514.38,230.00053,1636.09947,355.91,ACTUAL
19/08/2024 23:05,50.92097,1525.23,230.00437,1663.40563,372.96,ACTUAL
19/08/2024 23:10,86.99746,1522.9,230.00454,1691.57546,404.09,ACTUAL
19/08/2024 23:15,72.79341,1505.03,229.99798,1671.44202,402.24,ACTUAL
19/08/2024 23:20,73.08773,1495.21,230.00216,1652.61784,392.93,ACTUAL
19/08/2024 23:25,73.16357,1493.85,229.99729,1640.21271,381.54,ACTUAL
19/08/2024 23:30,73.65722,1493.3,229.99593,1613.12407,354.26,ACTUAL
19/08/2024 23:35,75.36544,1515.26,161.57329,1599.18671,247.5,ACTUAL
19/08/2024 23:40,77.3027,1565.34,114.30006,1594.27994,143.52,ACTUAL
19/08/2024 23:45,79.9065,1521.09,80.00235,1588.16765,147.51,ACTUAL
19/08/2024 23:50,71.99008,1513.85,79.9973,1577.5027,143.98,ACTUAL
19/08/2024 23:55,72.81126,1513.4,80.00203,1565.87797,132.68,ACTUAL
20/08/2024 00:00,72.3511,1503.43,89.00185,1569.10815,155.18,ACTUAL
20/08/2024 00:05,45.58432,1535.75,88.99808,1626.95192,180.86,ACTUAL
20/08/2024 00:10,73.44716,1502.48,80.00103,1597.01897,175.21,ACTUAL
20/08/2024 00:15,8.55062,1511.08,80.00259,1663.30741,233.61,ACTUAL
20/08/2024 00:20,8.46457,1499.16,80.00174,1704.50826,287.62,ACTUAL
20/08/2024 00:25,8.39911,1504.16,79.99651,1743.48349,322.12,ACTUAL
20/08/2024 00:30,8.36746,1510.92,80.00158,1757.31842,329.36,ACTUAL
20/08/2024 00:35,8.36866,1499.85,80.00405,1747.75595,330.89,ACTUAL
20/08/2024 00:40,8.41502,1508.98,80.0036,1743.5664,317.31,ACTUAL
20/08/2024 00:45,0.01867,1495.96,79.99789,1748.26211,335.54,ACTUAL
20/08/2024 00:50,-19.09221,1510.14,79.99758,1738.95242,314.04,ACTUAL
20/08/2024 00:55,-5.76259,1511.69,80.0013,1741.7687,315.41,ACTUAL
20/08/2024 01:00,0.01887,1508.52,80.00196,1736.13804,310.02,ACTUAL
20/08/2024 01:05,-19.22053,1500.39,80.00231,1717.04769,302.61,ACTUAL
20/08/2024 01:10,8.43684,1494.15,79.99696,1712.49304,300.63,ACTUAL
20/08/2024 01:15,0.01901,1504.87,80.0048,1681.0652,257.59,ACTUAL
20/08/2024 01:20,70.59817,1468.16,80.00217,1639.05783,252.39,ACTUAL
20/08/2024 01:25,8.45241,1462.39,95.99913,1666.07087,302.03,ACTUAL
20/08/2024 01:30,27.25319,1438.37,80.00066,1619.40934,262.77,ACTUAL
20/08/2024 01:35,0.01904,1447.04,80.00419,1620.67581,255.18,ACTUAL
20/08/2024 01:40,-35.71307,1441.58,80.00336,1608.65664,251.02,ACTUAL
20/08/2024 01:45,-37.76576,1442.53,79.99643,1462.74357,104.81,ACTUAL
20/08/2024 01:50,-32.9165,1460.87,79.99905,1588.86095,211.93,ACTUAL
20/08/2024 01:55,-36.08569,1479.28,80.00491,1464.61509,69.49,ACTUAL
20/08/2024 02:00,-33.91276,1465.5,79.99838,1460.35162,78.82,ACTUAL
20/08/2024 02:05,-30.58853,1465.14,79.99763,1415.66237,34.73,ACTUAL
20/08/2024 02:10,-34.18778,1468.03,79.99585,1427.69415,43.39,ACTUAL
20/08/2024 02:15,-34.45499,1490.71,80.00047,1427.13953,20.5,ACTUAL
20/08/2024 02:20,-35.99,1483.98,79.99826,1393.55174,-6.01,ACTUAL
20/08/2024 02:25,-33.91041,1447.09,80.00177,1442.20823,78.93,ACTUAL
20/08/2024 02:30,-30.41898,1448.87,79.9953,1438.4747,73.51,ACTUAL
20/08/2024 02:35,-36.15213,1417.97,80.00003,1390.86997,56.88,ACTUAL
20/08/2024 02:40,-37.53924,1430.61,79.99763,1406.80237,60.12,ACTUAL
20/08/2024 02:45,-37.49386,1432.13,80.00449,1398.90551,50.82,ACTUAL
20/08/2024 02:50,-37.39098,1433.59,80.00314,1414.70686,64.96,ACTUAL
20/08/2024 02:55,-36.1483,1414.84,79.99835,1382.82165,51.94,ACTUAL
20/08/2024 03:00,-30.50592,1424.25,79.99731,1396.92269,56.66,ACTUAL
20/08/2024 03:05,-29.77372,1419.53,80.00037,1390.40963,55.03,ACTUAL
20/08/2024 03:10,-20.99934,1404.16,79.99938,1411.04062,90.82,ACTUAL
20/08/2024 03:15,-20.14085,1391.56,79.99501,1374.46499,66.95,ACTUAL
20/08/2024 03:20,-3.6664,1389.38,79.99705,1362.06295,56.74,ACTUAL
20/08/2024 03:25,-20.06177,1378.07,80.00364,1373.47636,79.46,ACTUAL
20/08/2024 03:30,-20.91272,1353.21,79.99718,1375.77282,106.53,ACTUAL
20/08/2024 03:35,-30.01101,1343.5,80.00389,1386.05611,126.55,ACTUAL
20/08/2024 03:40,-20.6974,1321.03,79.99627,1378.28373,141.29,ACTUAL
20/08/2024 03:45,7.77708,1325.99,79.99577,1388.45423,142.77,ACTUAL
20/08/2024 03:50,-19.73769,1305.84,79.99586,1375.12414,154.48,ACTUAL
20/08/2024 03:55,-20.81642,1312.83,79.99584,1349.74416,121.48,ACTUAL
20/08/2024 04:00,-20.85308,1334.83,80.00411,1366.19589,115.39,ACTUAL
20/08/2024 04:05,-20.90241,1335.91,79.99903,1363.07097,111.42,ACTUAL
20/08/2024 04:10,-20.88058,1338.18,79.9973,1356.5427,102.5,ACTUAL
20/08/2024 04:15,-20.85901,1311.93,79.99935,1339.25065,111.63,ACTUAL
20/08/2024 04:20,-30.03051,1311.64,79.99601,1336.93399,109.56,ACTUAL
20/08/2024 04:25,-29.66052,1303.1,79.99599,1369.60401,150.79,ACTUAL
20/08/2024 04:30,-22.707,1308.35,79.99715,1395.82285,171.91,ACTUAL
20/08/2024 04:35,-38.28634,1302.12,80.00325,1395.10675,177.48,ACTUAL
20/08/2024 04:40,-34.72281,1317.26,79.99576,1442.60424,209.92,ACTUAL
20/08/2024 04:45,-35.99,1341.93,80.00227,1472.43773,215.01,ACTUAL
20/08/2024 04:50,-35.99,1311.24,79.99681,1507.35319,281.54,ACTUAL
20/08/2024 04:55,-36.45781,1361.82,80.00148,1499.59852,222.58,ACTUAL
20/08/2024 05:00,-37.98554,1368.64,80.00061,1506.94939,223,ACTUAL
20/08/2024 05:05,-37.95613,1354.71,80.00279,1515.26721,245.42,ACTUAL
20/08/2024 05:10,-37.633,1344.36,79.99757,1528.07243,268.83,ACTUAL
20/08/2024 05:15,-44.51,1330.85,79.99652,1536.91348,291.57,ACTUAL
20/08/2024 05:20,-35.97,1340.41,80.00209,1609.80791,356.16,ACTUAL
20/08/2024 05:25,-33.05411,1339.67,80.00002,1658.81998,407.15,ACTUAL
20/08/2024 05:30,-27.88404,1350.25,80.00117,1668.03883,405.86,ACTUAL
20/08/2024 05:35,-28.06402,1344.92,80.00317,1632.53683,374.84,ACTUAL
20/08/2024 05:40,8.32124,1375.79,80.00102,1610.41898,318.28,ACTUAL
20/08/2024 05:45,0.01875,1370.95,80.00296,1568.03704,280.09,ACTUAL
20/08/2024 05:50,8.40265,1368.98,79.99998,1556.74002,270.47,ACTUAL
20/08/2024 05:55,0.01892,1372.59,79.99571,1530.58429,240.06,ACTUAL
20/08/2024 06:00,8.47422,1377.28,80.00079,1532.48921,237.35,ACTUAL
20/08/2024 06:05,8.43881,1367.96,79.99596,1532.44404,246.86,ACTUAL
20/08/2024 06:10,8.42255,1378.07,80.00479,1542.38521,246.84,ACTUAL
20/08/2024 06:15,49.3149,1393.99,79.99817,1542.22183,230.46,ACTUAL
20/08/2024 06:20,8.43672,1395.29,86.00071,1545.96929,239.2,ACTUAL
20/08/2024 06:25,9.32074,1404.99,80.00419,1541.94581,219.19,ACTUAL
20/08/2024 06:30,0.01881,1417.64,79.99851,1567.09149,231.84,ACTUAL
20/08/2024 06:35,8.49228,1428.63,80.00132,1557.33868,210.72,ACTUAL
20/08/2024 06:40,86.16542,1457.87,147.99866,1538.19134,230.59,ACTUAL
20/08/2024 06:45,79.54202,1485.63,129.99959,1546.37041,192.39,ACTUAL
20/08/2024 06:50,126.23232,1485.2,129.99533,1548.98467,195.47,ACTUAL
20/08/2024 06:55,90.33786,1495.17,129.99943,1554.18057,190.64,ACTUAL
20/08/2024 07:00,98.02626,1512.02,100.99661,1557.56339,147.53,ACTUAL
20/08/2024 07:05,108.59429,1544.35,80.00011,1537.15989,72.98,ACTUAL
20/08/2024 07:10,112.21894,1551.7,81.9963,1524.8137,55.14,ACTUAL
20/08/2024 07:15,88.45867,1558.85,109.9952,1525.2648,76.64,ACTUAL
20/08/2024 07:20,78.02495,1589.12,134.00247,1517.30753,62.24,ACTUAL
20/08/2024 07:25,72.75779,1581.2,141.99778,1535.84222,97.03,ACTUAL
20/08/2024 07:30,72.63601,1603.13,181.0038,1549.1562,127.76,ACTUAL
20/08/2024 07:35,72.82347,1594.65,197.00033,1524.15967,127.27,ACTUAL
20/08/2024 07:40,74.78433,1612.64,156.99588,1526.25412,70.81,ACTUAL
20/08/2024 07:45,54.93134,1636.01,125.00465,1554.11535,43.07,ACTUAL
20/08/2024 07:50,49.91463,1612.81,88.0036,1534.7464,9.74,ACTUAL
20/08/2024 07:55,9.08374,1640.26,82.99805,1552.66195,-4.87,ACTUAL
20/08/2024 08:00,23.77071,1609.19,80.00274,1553.13726,23.82,ACTUAL
20/08/2024 08:05,33.85038,1585.27,82.00452,1559.97548,56.85,ACTUAL
20/08/2024 08:10,33.70791,1576.63,105.00069,1578.97931,108.07,ACTUAL
20/08/2024 08:15,25.93308,1586.49,89.00133,1599.14867,102.23,ACTUAL
20/08/2024 08:20,8.57272,1565.57,92.99819,1610.02181,138.57,ACTUAL
20/08/2024 08:25,8.79821,1577.23,85.99706,1626.72294,136.53,ACTUAL
20/08/2024 08:30,8.46709,1558.25,80.00308,1668.24692,191.95,ACTUAL
20/08/2024 08:35,0.01714,1533.62,81.99886,1705.14114,257.2,ACTUAL
20/08/2024 08:40,6.82191,1526.98,80.00438,1747.66562,307.08,ACTUAL
20/08/2024 08:45,17.02842,1515.44,81.00012,1695.65988,267.59,ACTUAL
20/08/2024 08:50,17.01302,1474.26,80.0027,1692.6473,305.37,ACTUAL
20/08/2024 08:55,20.04157,1429.03,80.00139,1702.02861,361.61,ACTUAL
20/08/2024 09:00,20.65,1409.81,80.00438,1716.28562,394.66,ACTUAL
20/08/2024 09:05,-46.65,1370.57,80.00281,1633.14719,352.11,ACTUAL
20/08/2024 09:10,-35.99,1355.89,80.00173,1650.75827,384.56,ACTUAL
20/08/2024 09:15,-35.99,1310.25,80.00264,1627.04736,407.89,ACTUAL
20/08/2024 09:20,-46.65,1287.54,80.0008,1599.3592,402.51,ACTUAL
20/08/2024 09:25,-45,1280.85,80.00388,1599.80612,410.28,ACTUAL
20/08/2024 09:30,-45,1266.84,79.99526,1582.26474,406.76,ACTUAL
20/08/2024 09:35,-45.08,1181.79,80.00477,1488.63523,398.42,ACTUAL
20/08/2024 09:40,-46.65,1182.18,80.00257,1480.24743,389.47,ACTUAL
20/08/2024 09:45,-46.65,1140.9,80.00102,1383.10898,332.25,ACTUAL
20/08/2024 09:50,-45.08,1171.29,80.00083,1397.36917,315.75,ACTUAL
20/08/2024 09:55,-59.98,1098.64,79.99604,1328.38396,319.52,ACTUAL
20/08/2024 10:00,-100,1088.47,79.99865,1327.04135,328.84,ACTUAL
20/08/2024 10:05,-110.74,1036.88,79.99906,1262.61094,315.86,ACTUAL
20/08/2024 10:10,-100,1100.85,80.00374,1316.43626,304.7,ACTUAL
20/08/2024 10:15,-92.97,1126.33,80.0014,1339.3786,302.32,ACTUAL
20/08/2024 10:20,-60.04,1114.79,80.00178,1324.73822,299.32,ACTUAL
20/08/2024 10:25,-59.98,1113.35,79.99952,1335.17048,311.8,ACTUAL
20/08/2024 10:30,-59.98,1122.54,80.0032,1353.8568,321.53,ACTUAL
20/08/2024 10:35,-46.77,1183.1,80.00494,1437.77506,345.34,ACTUAL
20/08/2024 10:40,-46.65,1234.62,79.99754,1539.89246,397.45,ACTUAL
20/08/2024 10:45,-46.65,1233.69,80.00315,1540.51685,399.1,ACTUAL
20/08/2024 10:50,-46.77,1162.88,80.00332,1462.87668,392.29,ACTUAL
20/08/2024 10:55,-46.99997,1104.65,79.99524,1414.14476,402.56,ACTUAL
20/08/2024 11:00,-59.98,1078.03,79.99901,1370.42099,385.12,ACTUAL
20/08/2024 11:05,-59.98,1086.56,79.99666,1369.04334,374.86,ACTUAL
20/08/2024 11:10,-59.98,1100.16,80.0044,1344.0056,335.08,ACTUAL
20/08/2024 11:15,-75.99999,1061.65,79.99633,1293.61367,322.85,ACTUAL
20/08/2024 11:20,-100,1038.09,80.0023,1254.6177,307.19,ACTUAL
20/08/2024 11:25,-86,1008.69,80.00106,1285.79894,369.61,ACTUAL
20/08/2024 11:30,-60.04,976.76,79.99982,1286.98018,404.16,ACTUAL
20/08/2024 11:35,-60.04,955.01,80.00476,1319.69524,461.1,ACTUAL
20/08/2024 11:40,-59.98,976.19,80.00131,1347.14869,467.04,ACTUAL
20/08/2024 11:45,-59.98,1010.44,79.99778,1336.33222,418.76,ACTUAL
20/08/2024 11:50,-59.98,1023.94,79.99951,1349.78049,417.93,ACTUAL
20/08/2024 11:55,-59.98,1075.07,80.00107,1371.72893,387.57,ACTUAL
20/08/2024 12:00,-59.98,1055.03,79.9999,1375.3101,412.26,ACTUAL
20/08/2024 12:05,-87,996.22,79.99831,1331.97169,431.21,ACTUAL
20/08/2024 12:10,-109,936.96,79.99618,1253.77382,411.16,ACTUAL
20/08/2024 12:15,-100,912.37,80.00198,1211.64802,392.61,ACTUAL
20/08/2024 12:20,-100,892.95,79.99867,1189.11133,389.75,ACTUAL
20/08/2024 12:25,-110.74,934.94,79.99968,1157.54032,310.48,ACTUAL
20/08/2024 12:30,-110.74,941.05,79.9974,1148.4826,294.65,ACTUAL
20/08/2024 12:35,-100,989.1,79.99908,1201.72092,299.95,ACTUAL
20/08/2024 12:40,-100,1070.68,79.99548,1182.31452,196.45,ACTUAL
20/08/2024 12:45,-99,1124.23,80.00279,1217.23721,178.97,ACTUAL
20/08/2024 12:50,-87.81,1119.74,79.99601,1138.66399,107.08,ACTUAL
20/08/2024 12:55,-59.98,1140.15,80.00206,1166.33794,114.35,ACTUAL
20/08/2024 13:00,-59.98,1149.89,80.00413,1207.03587,142.92,ACTUAL
20/08/2024 13:05,-46.77,1209.25,80.00025,1281.57975,156.65,ACTUAL
20/08/2024 13:10,-59.98,1197.26,80.0019,1198.7181,88.65,ACTUAL
20/08/2024 13:15,-46.77,1234.64,80.005,1234.725,87.7,ACTUAL
20/08/2024 13:20,-46.77,1299.22,80.00234,1312.22766,100.52,ACTUAL
20/08/2024 13:25,-46.77,1313.16,79.99815,1311.66185,85.55,ACTUAL
20/08/2024 13:30,-45.01,1399.77,80.00182,1382.21818,69.09,ACTUAL
20/08/2024 13:35,-45.01,1378.62,79.9982,1384.8918,93.43,ACTUAL
20/08/2024 13:40,-46.77,1290.75,80.00318,1314.01682,111.02,ACTUAL
20/08/2024 13:45,-59.98,1158.86,79.996,1159.604,88.8,ACTUAL
20/08/2024 13:50,-59.98,1187.88,80.00183,1189.23817,89.18,ACTUAL
20/08/2024 13:55,-46.76995,1255.83,79.99796,1254.82204,86.59,ACTUAL
20/08/2024 14:00,-46.65,1279.7,79.99902,1314.04098,122.17,ACTUAL
20/08/2024 14:05,-45.08,1337.33,79.99753,1451.31247,204.44,ACTUAL
20/08/2024 14:10,-43.21,1243.66,80.00141,1457.06859,303.24,ACTUAL
20/08/2024 14:15,20.65,1281.66,79.9969,1467.4431,279.44,ACTUAL
20/08/2024 14:20,-29.31,1191.66,80.0026,1437.1974,338.62,ACTUAL
20/08/2024 14:25,18.19111,1218.16,79.99747,1435.98253,305.58,ACTUAL
20/08/2024 14:30,12.56732,1292.97,79.99964,1501.43036,299.23,ACTUAL
20/08/2024 14:35,8.16141,1392.13,80.00146,1538.82854,232.89,ACTUAL
20/08/2024 14:40,9.1,1349.89,80.00022,1555.78978,292.93,ACTUAL
20/08/2024 14:45,19.3144,1324.71,80.00073,1555.50927,316.9,ACTUAL
20/08/2024 14:50,8.11457,1362.44,79.99794,1627.83206,352.12,ACTUAL
20/08/2024 14:55,-29.31,1298.01,80.00132,1640.45868,432.15,ACTUAL
20/08/2024 15:00,-39.99,1224.87,80.00347,1560.62653,425.52,ACTUAL
20/08/2024 15:05,-45,1215.86,79.99653,1602.59347,479.67,ACTUAL
20/08/2024 15:10,-43.21,1111.82,80.00173,1519.80827,502.33,ACTUAL
20/08/2024 15:15,-39.99,1117.34,79.999,1488.121,462.69,ACTUAL
20/08/2024 15:20,0.01714,1186.82,80.00143,1563.24857,467.9,ACTUAL
20/08/2024 15:25,2.87786,1240.15,79.9968,1616.6332,467.38,ACTUAL
20/08/2024 15:30,7.79836,1251.82,80.00279,1710.26721,552.04,ACTUAL
20/08/2024 15:35,8.42629,1307.98,79.99897,1701.47103,483.76,ACTUAL
20/08/2024 15:40,7.91106,1284.93,79.99695,1701.60305,507.75,ACTUAL
20/08/2024 15:45,43.67727,1308.75,79.99929,1722.79071,505.25,ACTUAL
20/08/2024 15:50,37.65105,1305.77,80.00333,1765.62667,553.04,ACTUAL
20/08/2024 15:55,-45,1337.77,79.9977,1860.5723,618.77,ACTUAL
20/08/2024 16:00,-45,1364.05,80.00305,1830.28695,559.21,ACTUAL
20/08/2024 16:05,-45,1383.93,79.99761,1877.26239,587.37,ACTUAL
20/08/2024 16:10,48.47639,1377.87,80.00253,1852.68747,568.49,ACTUAL
20/08/2024 16:15,31.43972,1349.87,79.99746,1829.23254,573.18,ACTUAL
20/08/2024 16:20,58.77707,1382.95,79.99721,1823.91279,532.99,ACTUAL
20/08/2024 16:25,73.95766,1383.98,79.99955,1869.15045,578.98,ACTUAL
20/08/2024 16:30,57.78557,1381.13,80.00217,1890.75783,605.02,ACTUAL
20/08/2024 16:35,73.91933,1360.24,126.00389,1793.98611,574,ACTUAL
20/08/2024 16:40,79.14594,1388.63,125.99999,1796.88001,547.07,ACTUAL
20/08/2024 16:45,82.22433,1429.16,126.00302,1811.35698,519.75,ACTUAL
20/08/2024 16:50,90.59747,1468.57,160.00299,1797.44701,499.48,ACTUAL
20/08/2024 16:55,116.65297,1466.4,160.00415,1763.74585,467.03,ACTUAL
20/08/2024 17:00,118.96701,1511.24,171.0048,1717.8052,384.16,ACTUAL
20/08/2024 17:05,131.91414,1543.74,232.99887,1714.30113,411.18,ACTUAL
20/08/2024 17:10,120.3337,1568.78,264.9975,1689.8125,392.84,ACTUAL
20/08/2024 17:15,133.40876,1584.67,236.99898,1676.57102,334,ACTUAL
20/08/2024 17:20,146.52097,1603.94,384.00123,1665.35877,454.25,ACTUAL
20/08/2024 17:25,137.8,1606.36,352.9086,1660.7914,414.83,ACTUAL
20/08/2024 17:30,219.45986,1641.16,326.00452,1638.30548,327.94,ACTUAL
20/08/2024 17:35,123.18824,1645.82,566.00312,1667.22688,601.84,ACTUAL
20/08/2024 17:40,125.79973,1692.7,602.00404,1684.17596,607.88,ACTUAL
20/08/2024 17:45,119.48606,1740.54,604.00062,1705.11938,581.77,ACTUAL
20/08/2024 17:50,138.04,1775.95,706.22363,1706.90637,653.98,ACTUAL
20/08/2024 17:55,138.04,1810.43,691.49404,1721.10596,616.78,ACTUAL
20/08/2024 18:00,95.44,1829.97,676.34865,1743.87135,604.66,ACTUAL
20/08/2024 18:30,118.55641,1751.96,765.9965,1586.2635,614.49,FORECAST
20/08/2024 19:00,131.62402,1874.44,764.9997,1565.0503,462.77,FORECAST
20/08/2024 19:30,134.09279,1915.35,758.9957,1554.0643,402.57,FORECAST
20/08/2024 20:00,135.90584,1887.13,661.0027,1546.9773,323.8,FORECAST
20/08/2024 20:30,138.03067,1854.85,579.9977,1536.0423,262.96,FORECAST
20/08/2024 21:00,136.92077,1818.24,560.9977,1532.0423,276.81,FORECAST
20/08/2024 21:30,125.95647,1769.15,385.0027,1523.6973,139.74,FORECAST
20/08/2024 22:00,124.14581,1740.12,374.9977,1516.7423,151.95,FORECAST
20/08/2024 22:30,121.79547,1646.8,365.0047,1498.5353,217.89,FORECAST
20/08/2024 23:00,109.83182,1575.02,304.9967,1488.3633,219.63,FORECAST
20/08/2024 23:30,91.44039,1513.62,233.0017,1473.9583,194.47,FORECAST
21/08/2024 00:00,92.16916,1529.36,213.0027,1454.4573,138.39,FORECAST
21/08/2024 00:30,91.33946,1533.83,212.9977,1437.2723,116.42,FORECAST
21/08/2024 01:00,81.26529,1548.83,212.9987,1417.8713,81.68,FORECAST
21/08/2024 01:30,73.13856,1527.98,213.0017,1389.6283,74.22,FORECAST
21/08/2024 02:00,23.74327,1508.73,164.9967,1359.7933,15.58,FORECAST
21/08/2024 02:30,9.1,1532.98,164.9957,1326.9843,-41.3,FORECAST
21/08/2024 03:00,9.08316,1500.01,165.0037,1292.4963,-42.81,FORECAST
21/08/2024 03:30,8.97352,1431.91,164.9997,1264.9203,-2.38,FORECAST
21/08/2024 04:00,8.96197,1385.99,165.0027,1232.7873,11.41,FORECAST
21/08/2024 04:30,8.9796,1364.01,164.9967,1187.8033,-11.57,FORECAST
21/08/2024 05:00,9.05728,1359.09,164.9977,1134.9423,-59.41,FORECAST
21/08/2024 05:30,9.03083,1317.03,165.0027,1082.8773,-69.41,FORECAST
21/08/2024 06:00,45.67606,1339.08,211.0017,1035.2383,-93.04,FORECAST
21/08/2024 06:30,88.54269,1388.31,211.0027,980.3973,-195.87,FORECAST
21/08/2024 07:00,112.08806,1477.33,286.0027,931.4773,-257.52,FORECAST
21/08/2024 07:30,153.43414,1544.6,285.9984,927.1316,-327.57,FORECAST
21/08/2024 08:00,164.7213,1602.45,286.0014,932.9986,-378.01,FORECAST
21/08/2024 08:30,58.01919,1577.07,212.9964,971.7836,-386.91,FORECAST
21/08/2024 09:00,10.4078,1483.34,213.0044,1033.6356,-235.35,FORECAST
21/08/2024 09:30,9.22298,1364.26,79.9984,1091.7616,-192.15,FORECAST
21/08/2024 10:00,-20.40674,1270.83,80.0034,1149.1466,-33.59,FORECAST
21/08/2024 10:30,-39.29809,1194.91,79.9984,1202.9816,96.13,FORECAST
21/08/2024 11:00,-46.65,1157.14,80.00435,1093.17565,24.24,FORECAST
21/08/2024 11:30,-50.46608,1052.09,80.0004,1102.5496,138.64,FORECAST
