Settlement Date,Spot Price ($/MWh),Scheduled Demand (MW),Scheduled Generation (MW),Semi Scheduled Generation (MW),Net Import (MW),Type
19/08/2024 23:45,95.05578,5835.83,5176.34236,783.94764,125.35,ACTUAL
19/08/2024 23:50,83.65019,5740.79,5146.23755,795.35245,201.91,ACTUAL
19/08/2024 23:55,84.70621,5767.15,5131.7763,791.1337,156.66,ACTUAL
20/08/2024 00:00,84.81569,5766.4,5123.00144,781.48856,139.05,ACTUAL
20/08/2024 00:05,85.24281,5788.71,5117.56377,780.59623,110.43,ACTUAL
20/08/2024 00:10,86.65704,5718.89,5094.91263,790.81737,167.79,ACTUAL
20/08/2024 00:15,83.58519,5635.69,5065.21111,801.06889,231.87,ACTUAL
20/08/2024 00:20,81.85955,5514.93,5031.88062,798.44938,317.84,ACTUAL
20/08/2024 00:25,81.73564,5474.44,4994.36138,797.20862,319.69,ACTUAL
20/08/2024 00:30,82.75068,5485.22,4960.59554,787.99446,265.17,ACTUAL
20/08/2024 00:35,77.95,5428.33,4946.79741,776.07259,296.78,ACTUAL
20/08/2024 00:40,82.11593,5423.5,4955.99777,759.31223,294.16,ACTUAL
20/08/2024 00:45,77.95,5409.15,4935.6932,759.9868,288.79,ACTUAL
20/08/2024 00:50,82.0569,5430.32,4955.99644,755.83356,283.7,ACTUAL
20/08/2024 00:55,83.07945,5473.61,4956.00259,745.24741,229.25,ACTUAL
20/08/2024 01:00,77.95,5436.62,4918.99172,747.02828,231.07,ACTUAL
20/08/2024 01:05,82.96755,5360.39,4843.08864,742.33136,226.62,ACTUAL
20/08/2024 01:10,81.28796,5273.29,4822.3126,759.4874,311.45,ACTUAL
20/08/2024 01:15,77.95,5289.82,4827.14067,753.68933,293.63,ACTUAL
20/08/2024 01:20,81.30616,5313.14,4882.62989,758.67011,331.33,ACTUAL
20/08/2024 01:25,77.95,5329.83,4851.75172,745.47828,269.62,ACTUAL
20/08/2024 01:30,74.94021,5300.08,4826.83114,738.87886,267.95,ACTUAL
20/08/2024 01:35,77.95,5293.71,4826.19551,732.06449,266.87,ACTUAL
20/08/2024 01:40,77.95003,5283.94,4879.96698,743.23302,342.78,ACTUAL
20/08/2024 01:45,77.95,5299.88,4872.28179,756.19821,331.93,ACTUAL
20/08/2024 01:50,75.33531,5277.11,4811.0202,767.6098,304.41,ACTUAL
20/08/2024 01:55,74.87008,5314.55,4813.31695,766.66305,267.7,ACTUAL
20/08/2024 02:00,74.80512,5296.85,4810.99578,767.80422,284.53,ACTUAL
20/08/2024 02:05,75.04812,5256.08,4811.00154,765.15846,323.37,ACTUAL
20/08/2024 02:10,77.95006,5282.75,4872.93309,763.53691,357.62,ACTUAL
20/08/2024 02:15,79.97066,5279.06,4894.60699,768.13301,388.28,ACTUAL
20/08/2024 02:20,80.46322,5331.78,4900.9963,773.7637,346.72,ACTUAL
20/08/2024 02:25,80.35355,5332.45,4900.99949,776.09051,348.42,ACTUAL
20/08/2024 02:30,73.23757,5235.27,4845.5603,768.3597,383.35,ACTUAL
20/08/2024 02:35,81.7308,5341.97,4814.46961,761.50039,235.93,ACTUAL
20/08/2024 02:40,81.87699,5291.1,4758.70118,758.09882,227.53,ACTUAL
20/08/2024 02:45,82.79132,5259.43,4669.69968,751.53032,162.99,ACTUAL
20/08/2024 02:50,83.24497,5233.94,4621.00086,752.12914,140.2,ACTUAL
20/08/2024 02:55,77.95,5206.6,4603.55868,745.48132,143.51,ACTUAL
20/08/2024 03:00,82.68478,5202.04,4621.00146,738.98854,159.13,ACTUAL
20/08/2024 03:05,84.28136,5270.63,4621.00433,730.90567,81.92,ACTUAL
20/08/2024 03:10,77.95,5221.13,4574.47892,736.72108,90.77,ACTUAL
20/08/2024 03:15,83.22168,5230.65,4621.00272,734.94728,126.19,ACTUAL
20/08/2024 03:20,78.0384,5239.49,4621.00136,740.21864,122.6,ACTUAL
20/08/2024 03:25,84.30033,5276.77,4620.99528,733.08472,77.93,ACTUAL
20/08/2024 03:30,77.95,5195.43,4574.29561,716.67439,96.28,ACTUAL
20/08/2024 03:35,84.26097,5268.87,4619.61602,710.51398,61.83,ACTUAL
20/08/2024 03:40,77.95,5257.01,4609.40432,722.29568,75.3,ACTUAL
20/08/2024 03:45,77.95,5288.74,4616.21161,728.00839,56.04,ACTUAL
20/08/2024 03:50,77.95,5272.95,4612.27297,729.66703,69.57,ACTUAL
20/08/2024 03:55,84.78203,5307.43,4620.99824,714.68176,28.75,ACTUAL
20/08/2024 04:00,85.35595,5330.17,4621.00275,697.06725,-11.59,ACTUAL
20/08/2024 04:05,77.95,5360.93,4618.42881,706.23119,-35.66,ACTUAL
20/08/2024 04:10,85.46416,5363.77,4688.31726,675.81274,0.92,ACTUAL
20/08/2024 04:15,85.65393,5411.62,4704.44146,691.66854,-14.84,ACTUAL
20/08/2024 04:20,77.95,5380.11,4703.92344,711.15656,35.55,ACTUAL
20/08/2024 04:25,77.87616,5322.96,4657.46841,692.13159,27.24,ACTUAL
20/08/2024 04:30,77.95003,5375.6,4729.9578,679.6422,34.59,ACTUAL
20/08/2024 04:35,78.0362,5400.48,4751.00279,684.71721,35.85,ACTUAL
20/08/2024 04:40,86.20079,5467,4751.00474,678.25526,-36.89,ACTUAL
20/08/2024 04:45,86.20253,5466.39,4750.99635,685.61365,-28.94,ACTUAL
20/08/2024 04:50,88.77331,5478.42,4751.00317,681.30683,-45.19,ACTUAL
20/08/2024 04:55,96.75,5537.11,4800.48811,685.06189,-50.54,ACTUAL
20/08/2024 05:00,96.75,5542.59,4866.4969,674.7631,-0.57,ACTUAL
20/08/2024 05:05,77.95,5597.03,4914.44597,676.82403,-4.93,ACTUAL
20/08/2024 05:10,77.95,5649.41,5097.87692,704.03308,153.42,ACTUAL
20/08/2024 05:15,77.95,5694.42,5141.82163,714.15837,162.5,ACTUAL
20/08/2024 05:20,84.24037,5787,5242.03158,701.84842,157.72,ACTUAL
20/08/2024 05:25,83.82872,5798.73,5312.05512,676.12488,190.42,ACTUAL
20/08/2024 05:30,85.01,5909.23,5372.37259,662.05741,125.87,ACTUAL
20/08/2024 05:35,83.95643,5826.6,5335.51617,661.44383,171.21,ACTUAL
20/08/2024 05:40,84.60025,5903.82,5379.40925,663.01075,139.28,ACTUAL
20/08/2024 05:45,84.69263,5917.87,5407.31703,666.75297,156.9,ACTUAL
20/08/2024 05:50,87.36976,6023.1,5501.19993,667.46007,146.19,ACTUAL
20/08/2024 05:55,93.07008,5984.07,5524.89681,646.11319,187.67,ACTUAL
20/08/2024 06:00,103.91892,6080.82,5692.97613,625.07387,238.09,ACTUAL
20/08/2024 06:05,96.75001,6160.11,5668.79648,609.67352,119.05,ACTUAL
20/08/2024 06:10,129.95,6247.56,5905.31446,620.31554,278.86,ACTUAL
20/08/2024 06:15,111.65193,6182.84,5907.32357,631.99643,357.79,ACTUAL
20/08/2024 06:20,115.63,6267.53,6039.38117,618.96883,392.24,ACTUAL
20/08/2024 06:25,141.1247,6349.77,6112.56554,616.49446,380.25,ACTUAL
20/08/2024 06:30,141.24388,6366.75,6126.36094,612.65906,372.95,ACTUAL
20/08/2024 06:35,153.83014,6440.21,6205.02008,627.34992,392.7,ACTUAL
20/08/2024 06:40,153.83014,6483.07,6311.81086,644.73914,474.97,ACTUAL
20/08/2024 06:45,153.83021,6469.25,6326.44459,674.12541,533.79,ACTUAL
20/08/2024 06:50,177.73,6455.59,6369.6833,748.0467,667.64,ACTUAL
20/08/2024 06:55,115.63,6473.5,6174.78759,856.03241,559.99,ACTUAL
20/08/2024 07:00,136.95281,6502.42,6147.06127,926.04873,573.49,ACTUAL
20/08/2024 07:05,115.63,6471.5,6112.02793,984.96207,629.8,ACTUAL
20/08/2024 07:10,115.63,6511.56,6160.57806,1032.63194,687.36,ACTUAL
20/08/2024 07:15,96.95,6507.04,5889.45261,1146.11739,530.3,ACTUAL
20/08/2024 07:20,85.01,6443.77,5700.52236,1326.92764,586.7,ACTUAL
20/08/2024 07:25,77.7447,6279.09,5495.97745,1496.72255,720.94,ACTUAL
20/08/2024 07:30,78.31953,6370.97,5474.12478,1559.32522,667.94,ACTUAL
20/08/2024 07:35,77.95,6309.31,5298.42204,1696.88796,692.54,ACTUAL
20/08/2024 07:40,77.95,6287.06,5155.51204,1816.14796,691.37,ACTUAL
20/08/2024 07:45,55.75,6086.75,4839.56163,1918.41837,678.36,ACTUAL
20/08/2024 07:50,50.84591,6094.9,4742.02976,2029.76024,684.36,ACTUAL
20/08/2024 07:55,9.18053,6095.59,4621.35612,2133.21388,666.19,ACTUAL
20/08/2024 08:00,23.82137,6000.83,4515.04285,2160.00715,682.37,ACTUAL
20/08/2024 08:05,34.75,6031.22,4434.69869,2239.23131,650.07,ACTUAL
20/08/2024 08:10,34.75,5933.07,4332.78687,2319.88313,730.09,ACTUAL
20/08/2024 08:15,27.1,5882.27,4201.50102,2397.64898,727.6,ACTUAL
20/08/2024 08:20,8.83495,5777.12,4120.32008,2391.63992,746.9,ACTUAL
20/08/2024 08:25,9.21423,5749.39,4058.97947,2379.83053,700.11,ACTUAL
20/08/2024 08:30,9.03737,5709.97,3996.1697,2375.2103,671.66,ACTUAL
20/08/2024 08:35,-18.89,5532.78,3935.44895,2296.62105,712.03,ACTUAL
20/08/2024 08:40,34.75,5789.34,3907.04987,2311.72013,433.58,ACTUAL
20/08/2024 08:45,34.75,5717.37,3942.99354,2277.42646,508.89,ACTUAL
20/08/2024 08:50,34.75,5601.04,3883.60191,2281.27809,572.21,ACTUAL
20/08/2024 08:55,44.75,5609.82,3912.63607,2224.18393,534.49,ACTUAL
20/08/2024 09:00,44.75,5549.52,3908.4019,2185.6281,552.79,ACTUAL
20/08/2024 09:05,9.7074,5472.02,3793.78039,2208.23961,538.08,ACTUAL
20/08/2024 09:10,9.38943,5455.78,3714.71069,2324.20931,593.03,ACTUAL
20/08/2024 09:15,9.51664,5463.9,3687.99665,2362.35335,596.61,ACTUAL
20/08/2024 09:20,0.02088,5454.4,3664.9425,2391.7975,613.5,ACTUAL
20/08/2024 09:25,38.8075,5601.95,3730.79966,2353.35034,489.49,ACTUAL
20/08/2024 09:30,39.33664,5663.55,3763.99593,2337.93407,443.64,ACTUAL
20/08/2024 09:35,49.17054,5598.24,3831.70481,2350.77519,594.44,ACTUAL
20/08/2024 09:40,44.75,5589.85,3781.75018,2329.87982,530.09,ACTUAL
20/08/2024 09:45,9.72493,5574.71,3701.40133,2408.54867,544.19,ACTUAL
20/08/2024 09:50,9.65603,5597.42,3644.00355,2452.15645,506.52,ACTUAL
20/08/2024 09:55,9.63513,5586.12,3644.0044,2494.8256,562.41,ACTUAL
20/08/2024 10:00,9.6845,5619.32,3644.0042,2507.0058,540.68,ACTUAL
20/08/2024 10:05,9.47847,5620.39,3644.0022,2589.6278,625.36,ACTUAL
20/08/2024 10:10,40.64685,5701.15,3724.00416,2558.51584,591.52,ACTUAL
20/08/2024 10:15,44.75,5676.27,3781.78552,2538.18448,656.34,ACTUAL
20/08/2024 10:20,9.31379,5645.12,3687.10089,2621.35911,676.78,ACTUAL
20/08/2024 10:25,9.46559,5697.7,3643.99893,2631.15107,587.4,ACTUAL
20/08/2024 10:30,6.20821,5645.16,3643.99507,2584.79493,594.37,ACTUAL
20/08/2024 10:35,-10.49,5637.62,3644.0018,2667.1882,688.48,ACTUAL
20/08/2024 10:40,6.18826,5659.38,3644.00404,2607.41596,602.99,ACTUAL
20/08/2024 10:45,2.55356,5624.52,3644.00497,2542.43503,572.23,ACTUAL
20/08/2024 10:50,-7.21772,5652.76,3643.99791,2567.28209,568.57,ACTUAL
20/08/2024 10:55,-2.30445,5753.55,3643.99553,2618.73447,517.15,ACTUAL
20/08/2024 11:00,-9.99998,5717.03,3643.99561,2584.77439,519.83,ACTUAL
20/08/2024 11:05,-18.89,5594.6,3644.00139,2427.15861,483.73,ACTUAL
20/08/2024 11:10,-2.27769,5690,3644.00152,2556.93848,519.21,ACTUAL
20/08/2024 11:15,-2.88021,5634.95,3643.99562,2632.44438,654.55,ACTUAL
20/08/2024 11:20,-2.20852,5635.38,3644.00387,2597.56613,618,ACTUAL
20/08/2024 11:25,5.65828,5657.53,3643.99649,2552.48351,548.09,ACTUAL
20/08/2024 11:30,5.50213,5591.31,3644.00261,2576.45739,642.06,ACTUAL
20/08/2024 11:35,-2.13949,5584.17,3644.00024,2613.23976,688.19,ACTUAL
20/08/2024 11:40,-3.58998,5604.76,3644.00472,2660.04528,715.4,ACTUAL
20/08/2024 11:45,-1.18922,5579.55,3643.99585,2625.23415,705.49,ACTUAL
20/08/2024 11:50,2.02203,5618.92,3644.0005,2658.2895,698.44,ACTUAL
20/08/2024 11:55,-13.28416,5580.54,3644.00368,2597.86632,675.99,ACTUAL
20/08/2024 12:00,-18.89,5478.9,3643.99523,2528.60477,710.06,ACTUAL
20/08/2024 12:05,0,5529.65,3643.99504,2591.31496,722.7,ACTUAL
20/08/2024 12:10,-18.89,5532.5,3661.00035,2602.52965,749.26,ACTUAL
20/08/2024 12:15,-18.89,5416.17,3676.99918,2321.23082,594.18,ACTUAL
20/08/2024 12:20,-18.89,5483.55,3689.99583,2409.04417,629.09,ACTUAL
20/08/2024 12:25,-18.89,5481.75,3689.99525,2418.89475,641.6,ACTUAL
20/08/2024 12:30,-18.89,5334.78,3689.99511,2417.47489,794.97,ACTUAL
20/08/2024 12:35,-18.89,5338.2,3719.00057,2351.79943,752.86,ACTUAL
20/08/2024 12:40,-26.30983,5291.89,3718.99645,2184.98355,626.78,ACTUAL
20/08/2024 12:45,-18.89,5316.21,3719.00291,2293.25709,714.95,ACTUAL
20/08/2024 12:50,-25.82,5295.7,3718.99686,2198.68314,637.01,ACTUAL
20/08/2024 12:55,-25.24848,5333.13,3718.99545,2238.18455,638.83,ACTUAL
20/08/2024 13:00,-18.89,5326.97,3718.99551,2265.23449,673.22,ACTUAL
20/08/2024 13:05,-18.89,5340.02,3718.9987,2310.1113,706.14,ACTUAL
20/08/2024 13:10,-18.89,5312,3719.00384,2276.76616,700.86,ACTUAL
20/08/2024 13:15,-25.82,5352.79,3718.99625,2096.73375,471.03,ACTUAL
20/08/2024 13:20,-18.89,5381.27,3719.00266,2206.92734,555.52,ACTUAL
20/08/2024 13:25,-31.11,5263.77,3719.00249,2052.52751,517.85,ACTUAL
20/08/2024 13:30,-40.69936,5231.23,3719.00436,1901.84564,396.04,ACTUAL
20/08/2024 13:35,-20.80267,5242.69,3718.99861,2044.61139,531.57,ACTUAL
20/08/2024 13:40,-39.13,5290.89,3719.00199,1816.50801,247.17,ACTUAL
20/08/2024 13:45,-39.13,5353.64,3718.99599,1831.61401,198.61,ACTUAL
20/08/2024 13:50,-36.56,5322.32,3718.99997,1824.90003,223.63,ACTUAL
20/08/2024 13:55,-25.82,5399.28,3719.00333,1930.04667,252.25,ACTUAL
20/08/2024 14:00,-25.82,5412.35,3718.99644,1953.24356,262.58,ACTUAL
20/08/2024 14:05,-0.99172,5396.88,3719.49281,2273.69719,608.99,ACTUAL
20/08/2024 14:10,9.14555,5395.92,3738.99999,2284.80001,641.53,ACTUAL
20/08/2024 14:15,-13.45448,5462.65,3738.99749,2292.91251,580.47,ACTUAL
20/08/2024 14:20,2.47081,5464.57,3759.00346,2352.82654,661.19,ACTUAL
20/08/2024 14:25,20.3152,5463.32,3784.70958,2380.90042,718.44,ACTUAL
20/08/2024 14:30,-9.99998,5435.66,3806.31144,2360.74856,749.15,ACTUAL
20/08/2024 14:35,8.76598,5555.69,3857.96868,2370.49132,687.12,ACTUAL
20/08/2024 14:40,-18.89,5578.38,3931.91374,2384.12626,754.64,ACTUAL
20/08/2024 14:45,-18.89,5638.78,3977.35862,2373.27138,727.35,ACTUAL
20/08/2024 14:50,-18.89,5666.07,3988.74005,2373.94995,711.38,ACTUAL
20/08/2024 14:55,-18.89,5675.81,4021.58333,2398.57667,760.85,ACTUAL
20/08/2024 15:00,50.36197,5736.74,4058.18872,2413.80128,750.72,ACTUAL
20/08/2024 15:05,-18.89,5582.17,3982.37097,2343.20903,758.98,ACTUAL
20/08/2024 15:10,-18.89,5637.45,4045.47361,2326.60639,751.08,ACTUAL
20/08/2024 15:15,-4.72721,5671.84,4037.62649,2351.06351,732.21,ACTUAL
20/08/2024 15:20,31.6885,5704.18,4083.30945,2336.44055,730.49,ACTUAL
20/08/2024 15:25,34.75,5789.43,4170.39265,2359.23735,755.62,ACTUAL
20/08/2024 15:30,34.75,5829.02,4226.83335,2320.19665,732.06,ACTUAL
20/08/2024 15:35,38.4,5934,4338.18958,2303.80042,720.82,ACTUAL
20/08/2024 15:40,44.75,5901.23,4387.62637,2238.34363,738.13,ACTUAL
20/08/2024 15:45,77.95,6054.64,4591.09923,2216.98077,767.01,ACTUAL
20/08/2024 15:50,44.75,5868.15,4487.45668,2249.87332,887.47,ACTUAL
20/08/2024 15:55,67.32492,5925.37,4577.9544,2261.8156,936.1,ACTUAL
20/08/2024 16:00,68.31703,5957.51,4668.44029,2119.81971,847.64,ACTUAL
20/08/2024 16:05,75.51379,6122.48,4825.53383,2068.08617,784.93,ACTUAL
20/08/2024 16:10,56.56859,6181.67,4915.39663,1964.71337,709.13,ACTUAL
20/08/2024 16:15,39.06906,6228.26,4863.09561,1888.53439,528.23,ACTUAL
20/08/2024 16:20,72.70649,6326.63,5066.87045,1810.61955,556.03,ACTUAL
20/08/2024 16:25,91.13815,6413.05,5239.23592,1718.89408,549.67,ACTUAL
20/08/2024 16:30,77.95,6422.23,5299.79667,1704.01333,586.8,ACTUAL
20/08/2024 16:35,90.79335,6579.91,5519.25094,1568.69906,511.1,ACTUAL
20/08/2024 16:40,96.75,6587.5,5631.50783,1464.59217,511.3,ACTUAL
20/08/2024 16:45,99.22004,6639.58,5825.90405,1320.01595,508.75,ACTUAL
20/08/2024 16:50,111.3911,6733.83,5988.7282,1162.5318,417.89,ACTUAL
20/08/2024 16:55,141.38312,6808.16,6232.74963,984.17037,408.89,ACTUAL
20/08/2024 17:00,142.60752,6872.44,6322.15793,915.45207,364.58,ACTUAL
20/08/2024 17:05,159.79617,6922.18,6437.5533,781.5767,296,ACTUAL
20/08/2024 17:10,132.5524,6973.73,6842.17574,665.42426,535.07,ACTUAL
20/08/2024 17:15,149.30583,7060.22,6957.53134,559.17866,456.2,ACTUAL
20/08/2024 17:20,177.73,7138.14,6966.84361,473.86639,301.14,ACTUAL
20/08/2024 17:25,172.23288,7152.26,6979.42087,407.47913,233.22,ACTUAL
20/08/2024 17:30,265.06,7301.61,7165.93631,380.09369,242.76,ACTUAL
20/08/2024 17:35,174.46553,7286.95,6985.29035,360.12965,59,ACTUAL
20/08/2024 17:40,177.73,7326.67,7090.92817,337.12183,101.15,ACTUAL
20/08/2024 17:45,177.73,7316.72,7158.04442,348.28558,188.27,ACTUAL
20/08/2024 17:50,220,7433.15,7233.70696,354.99304,154.52,ACTUAL
20/08/2024 17:55,265.06,7519.27,7316.74298,364.97702,161.23,ACTUAL
20/08/2024 18:00,265.06,7503.17,7359.46389,366.01611,220.33,ACTUAL
20/08/2024 18:30,265.06,7492.42,7425.253,316.187,247.17,FORECAST
20/08/2024 19:00,265.06,7471.85,7357.736,355.964,239.85,FORECAST
20/08/2024 19:30,177.73,7351.03,7160.037,398.453,205.75,FORECAST
20/08/2024 20:00,155.06,7262.25,6970.225,455.475,162.19,FORECAST
20/08/2024 20:30,153.83012,7176.2,6932.862,498.338,253.08,FORECAST
20/08/2024 21:00,147.27465,7019.02,6841.00001,532.43999,352.88,FORECAST
20/08/2024 21:30,135.01,6841.72,6476.364,570.386,203.83,FORECAST
20/08/2024 22:00,135.01,6616.96,6191.584,604.696,178.48,FORECAST
20/08/2024 22:30,141.28111,6411.19,5897,618.56,104.02,FORECAST
20/08/2024 23:00,130.85145,6221.7,5579.005,628.735,-13.48,FORECAST
20/08/2024 23:30,110.47599,6082.37,5330.997,635.163,-114.4,FORECAST
21/08/2024 00:00,109.25542,5922.06,5160.998,640.682,-118.72,FORECAST
21/08/2024 00:30,110.75384,5759.72,4898.996,641.154,-216.43,FORECAST
21/08/2024 01:00,96.75,5614.29,4740.057,639.533,-231.63,FORECAST
21/08/2024 01:30,89,5515.35,4679.625,638.725,-194.91,FORECAST
21/08/2024 02:00,80.9652,5454.57,4643.996,634.154,-174.99,FORECAST
21/08/2024 02:30,77.95,5409.68,4624.656,627.804,-156.29,FORECAST
21/08/2024 03:00,59.61269,5392.37,4514,617.85,-258.34,FORECAST
21/08/2024 03:30,59.57611,5392.15,4513.999,607.141,-268.74,FORECAST
21/08/2024 04:00,60.63862,5413.62,4514.005,594.065,-302.65,FORECAST
21/08/2024 04:30,44.75,5475.79,4466.817,587.853,-415.25,FORECAST
21/08/2024 05:00,77.95,5593.1,4627.398,578.042,-382.22,FORECAST
21/08/2024 05:30,85.01,5779.12,4756.778,569.222,-444.75,FORECAST
21/08/2024 06:00,96.75,5990.05,4981.67,556.6,-442.3,FORECAST
21/08/2024 06:30,106.63,6251.98,5410.172,545.488,-290.43,FORECAST
21/08/2024 07:00,112.95,6387.33,5522.316,660.144,-201.01,FORECAST
21/08/2024 07:30,106.63,6326.08,5141.25901,1211.13099,26.22,FORECAST
21/08/2024 08:00,35.90572,6031.66,4193.996,1946.814,108.75,FORECAST
21/08/2024 08:30,32.88,5658.34,3814.727,2377.613,541.28,FORECAST
21/08/2024 09:00,8.15174,5505.93,3660.368,2562.692,734.48,FORECAST
21/08/2024 09:30,-10,5425.99,3534.00068,2640.42932,770.14,FORECAST
21/08/2024 10:00,-35.01,5178.69,3473.99926,2166.10074,471.93,FORECAST
21/08/2024 10:30,-40.32021,5091.74,3445.99731,2101.41269,466.9,FORECAST
21/08/2024 11:00,-40.52183,5022.09,3446.00472,2081.37528,519.09,FORECAST
21/08/2024 11:30,-42.90308,4993.07,3464.00396,2053.43604,539.63,FORECAST
